Sl.No,Item Name,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,13/01/2016,14/01/2016,15/01/2016,16/01/2016,17/01/2016,18/01/2016,19/01/2016,20/01/2016,21/01/2016,22/01/2016,23/01/2016,24/01/2016,25/01/2016,26/01/2016,27/01/2016,28/01/2016,29/01/2016,30/01/2016,31/01/2016,01/02/2016,02/02/2016,03/02/2016,04/02/2016,05/02/2016,06/02/2016,07/02/2016,08/02/2016,09/02/2016,10/02/2016,11/02/2016,12/02/2016,13/02/2016,14/02/2016,15/02/2016,16/02/2016,17/02/2016,18/02/2016,19/02/2016,20/02/2016,21/02/2016,22/02/2016,23/02/2016,24/02/2016,25/02/2016,26/02/2016,27/02/2016,28/02/2016,29/02/2016,01/03/2016,02/03/2016,03/03/2016,04/03/2016,05/03/2016,06/03/2016,07/03/2016,08/03/2016,09/03/2016,10/03/2016,11/03/2016,12/03/2016,13/03/2016,14/03/2016,15/03/2016,16/03/2016,17/03/2016,18/03/2016,19/03/2016,20/03/2016,21/03/2016,22/03/2016,23/03/2016,24/03/2016,25/03/2016,26/03/2016,27/03/2016,28/03/2016,29/03/2016,30/03/2016,31/03/2016,01/04/2016,02/04/2016,03/04/2016,04/04/2016,05/04/2016,06/04/2016,07/04/2016,08/04/2016,09/04/2016,10/04/2016,11/04/2016,12/04/2016,13/04/2016,14/04/2016,15/04/2016,16/04/2016,17/04/2016,18/04/2016,19/04/2016,20/04/2016,21/04/2016,22/04/2016,23/04/2016,24/04/2016,25/04/2016,26/04/2016,27/04/2016,28/04/2016,29/04/2016,30/04/2016,01/05/2016,02/05/2016,03/05/2016,04/05/2016,05/05/2016,06/05/2016,07/05/2016,08/05/2016,09/05/2016,10/05/2016,11/05/2016,12/05/2016,13/05/2016,14/05/2016,15/05/2016,16/05/2016,17/05/2016,18/05/2016,19/05/2016,20/05/2016,21/05/2016,22/05/2016,23/05/2016,24/05/2016,25/05/2016,26/05/2016,27/05/2016,28/05/2016,29/05/2016,30/05/2016,31/05/2016,01/06/2016,02/06/2016,03/06/2016,04/06/2016,05/06/2016,06/06/2016,07/06/2016,08/06/2016,09/06/2016,10/06/2016,11/06/2016,12/06/2016,13/06/2016,14/06/2016,15/06/2016,16/06/2016,17/06/2016,18/06/2016,19/06/2016,20/06/2016,21/06/2016,22/06/2016,23/06/2016,24/06/2016,25/06/2016,26/06/2016,27/06/2016,28/06/2016,29/06/2016,30/06/2016,01/07/2016,02/07/2016,03/07/2016,04/07/2016,05/07/2016,06/07/2016,07/07/2016,08/07/2016,09/07/2016,10/07/2016,11/07/2016,12/07/2016,13/07/2016,14/07/2016,15/07/2016,16/07/2016,17/07/2016,18/07/2016,19/07/2016,20/07/2016,21/07/2016,22/07/2016,23/07/2016,24/07/2016,25/07/2016,26/07/2016,27/07/2016,28/07/2016,29/07/2016,30/07/2016,31/07/2016,01/08/2016,02/08/2016,03/08/2016,04/08/2016,05/08/2016,06/08/2016,07/08/2016,08/08/2016,09/08/2016,10/08/2016,11/08/2016,12/08/2016,13/08/2016,14/08/2016,15/08/2016,16/08/2016,17/08/2016,18/08/2016,19/08/2016,20/08/2016,21/08/2016,22/08/2016,23/08/2016,24/08/2016,25/08/2016,26/08/2016,27/08/2016,28/08/2016,29/08/2016,30/08/2016,31/08/2016,01/09/2016,02/09/2016,03/09/2016,04/09/2016,05/09/2016,06/09/2016,07/09/2016,08/09/2016,09/09/2016,10/09/2016,11/09/2016,12/09/2016,13/09/2016,14/09/2016,15/09/2016,16/09/2016,17/09/2016,18/09/2016,19/09/2016,20/09/2016,21/09/2016,22/09/2016,23/09/2016,24/09/2016,25/09/2016,26/09/2016,27/09/2016,28/09/2016,29/09/2016,30/09/2016,01/10/2016,02/10/2016,03/10/2016,04/10/2016,05/10/2016,06/10/2016,07/10/2016,08/10/2016,09/10/2016,10/10/2016,11/10/2016,12/10/2016,13/10/2016,14/10/2016,15/10/2016,16/10/2016,17/10/2016,18/10/2016,19/10/2016,20/10/2016,21/10/2016,22/10/2016,23/10/2016,24/10/2016,25/10/2016,26/10/2016,27/10/2016,28/10/2016,29/10/2016,30/10/2016,31/10/2016,01/11/2016,02/11/2016,03/11/2016,04/11/2016,05/11/2016,06/11/2016,07/11/2016,08/11/2016,09/11/2016,10/11/2016,11/11/2016,12/11/2016,13/11/2016,14/11/2016,15/11/2016,16/11/2016,17/11/2016,18/11/2016,19/11/2016,20/11/2016,21/11/2016,22/11/2016,23/11/2016,24/11/2016,25/11/2016,26/11/2016,27/11/2016,28/11/2016,29/11/2016,30/11/2016,01/12/2016,02/12/2016,03/12/2016,04/12/2016,05/12/2016,06/12/2016,07/12/2016,08/12/2016,09/12/2016,10/12/2016,11/12/2016,12/12/2016,13/12/2016,14/12/2016,15/12/2016,16/12/2016,17/12/2016,18/12/2016,19/12/2016,20/12/2016,21/12/2016,22/12/2016,23/12/2016,24/12/2016,25/12/2016,26/12/2016,27/12/2016,28/12/2016,29/12/2016,30/12/2016,31/12/2016
177,Potato Baby,36,36,NR,36,36,36,36,36,36,NR,36,36,36,36,36,36,NR,36,36,36,36,36,36,NR,36,36,36,36,36,36,NR,36,36,36,36,36,36,NR,36,36,36,36,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,NR,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,NR,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,NR,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,NR,40,40,40,40,40,NR,40,NR,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,NR,40,NR,NR,40,44,44,44,44,44,NR,44,44,44,NR,44,44,NR,44,44,NR,44,44,NR,NR,NR,NR,44,NR,48,48,NR,48,48,48,48,48,48,NR,48,48,NR,48,48,48,NR,NR,48,48,48,NR,48,NR,48,NR,48,48,NR,48,NR,48,48,48,48,NR,48,NR,48,48,48,48,NR,48,NR,48,48,48,48,48,48,NR,48,NR,48,48,48,NR,NR,48,40,40,40,40,40,NR,40,NR,NR,NR,40,40,NR,NR,NR,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,NR,40,40,40,40,40,NR,40,NR,40,NR,40,NR,NR,NR,NR,40,40,40,NR,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40
178,Sweet Potato(Genasu),32,32,NR,32,32,32,32,32,32,NR,32,32,32,32,32,32,NR,32,32,32,32,32,32,NR,32,32,32,32,32,32,NR,20,20,20,20,20,20,NR,20,32,32,32,32,32,NR,32,32,32,32,32,32,NR,32,32,32,32,32,32,NR,32,32,32,32,32,32,NR,32,32,NR,32,32,32,NR,32,32,32,32,32,32,NR,34,6,6,6,39,39,NR,39,40,40,NR,43,43,NR,43,40,39,39,39,39,NR,39,39,39,39,39,39,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,NR,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,44,44,44,NR,44,44,47,47,47,47,NR,47,47,47,47,47,47,NR,47,42,42,42,42,42,NR,42,42,42,42,42,42,NR,NR,42,42,42,39,39,NR,39,NR,39,39,39,39,NR,39,39,39,39,39,39,NR,39,39,39,NR,39,NR,NR,39,39,40,43,43,43,NR,43,43,43,NR,43,43,NR,46,46,NR,46,46,NR,NR,NR,NR,46,NR,46,46,NR,46,46,46,46,47,47,NR,52,52,NR,52,52,52,NR,NR,54,54,54,NR,54,NR,54,NR,54,54,NR,54,NR,52,52,52,48,NR,48,NR,47,47,47,44,NR,44,NR,44,44,44,45,45,45,NR,42,NR,42,42,42,NR,NR,42,42,42,42,42,36,NR,36,NR,NR,NR,33,33,NR,NR,NR,20,20,20,32,NR,32,32,32,32,32,32,NR,32,30,30,30,30,30,NR,30,30,30,30,30,25,NR,NR,28,30,30,30,30,NR,30,NR,30,NR,30,NR,NR,NR,NR,32,32,32,NR,NR,32,32,30,30,30,30,NR,30,30,30,30,30,30
179,Raddish,36,36,NR,34,34,34,34,30,30,NR,30,32,32,32,32,32,NR,32,32,32,30,29,28,NR,26,26,23,22,22,22,NR,20,20,20,18,18,18,NR,17,17,17,16,17,17,NR,19,19,19,19,19,19,NR,20,20,20,19,19,19,NR,20,20,19,19,19,19,NR,19,19,NR,19,19,18,NR,18,18,18,18,17,15,NR,15,15,15,14,14,14,NR,15,15,15,NR,16,16,NR,16,16,16,16,16,16,NR,16,16,18,18,18,18,NR,18,19,22,24,28,30,NR,32,32,32,32,34,38,NR,40,40,40,40,40,40,NR,NR,46,46,46,46,46,NR,46,46,46,46,46,46,NR,44,44,44,54,54,54,NR,54,54,41,41,41,39,NR,39,39,39,39,38,37,NR,37,37,36,36,36,36,NR,33,33,33,32,32,32,NR,NR,27,25,25,21,20,NR,20,NR,23,23,24,24,NR,24,24,24,24,24,24,NR,24,23,23,NR,23,NR,NR,23,22,22,22,22,22,NR,22,22,23,NR,23,23,NR,25,27,NR,30,30,NR,NR,NR,NR,30,NR,30,30,NR,30,30,30,30,27,27,NR,28,28,NR,28,28,28,NR,NR,28,28,28,NR,28,NR,28,NR,28,28,NR,28,NR,28,28,28,28,NR,26,NR,26,29,29,28,NR,28,NR,28,28,28,28,28,28,NR,28,NR,29,29,29,NR,NR,28,28,28,28,28,26,NR,26,NR,NR,NR,26,26,NR,NR,NR,26,26,26,26,NR,26,26,24,20,20,20,NR,23,23,23,23,23,23,NR,20,23,23,23,23,23,NR,NR,25,25,28,28,28,NR,29,NR,29,NR,28,NR,NR,NR,NR,28,28,28,NR,NR,28,28,28,26,27,27,NR,27,28,28,28,32,32
180,Raddish Red,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,NR,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,NR,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,NR,50,50,50,50,50,NR,50,50,50,50,50,50,NR,50,50,50,50,50,50,NR,50,50,50,50,50,50,NR,50,50,50,50,50,50,NR,50,50,50,50,67,67,NR,67,67,67,67,67,67,NR,NR,67,67,67,67,67,NR,67,NR,67,67,67,67,NR,67,67,67,67,67,67,NR,67,67,67,NR,67,NR,NR,67,67,67,67,67,67,NR,67,67,67,NR,67,67,NR,67,67,NR,67,67,NR,NR,NR,NR,67,NR,67,67,NR,67,67,67,67,67,67,NR,67,67,NR,67,67,67,NR,NR,67,67,67,NR,67,NR,67,NR,67,67,NR,67,NR,67,80,80,80,NR,80,NR,80,80,80,80,NR,80,NR,80,80,80,80,80,80,NR,80,NR,80,80,80,NR,NR,80,80,80,80,80,80,NR,80,NR,NR,NR,80,80,NR,NR,NR,80,80,80,80,NR,80,80,80,80,80,80,NR,80,80,80,80,80,80,NR,80,80,80,80,80,80,NR,NR,80,80,80,74,74,NR,74,NR,74,NR,74,NR,NR,NR,NR,68,68,68,NR,NR,68,68,68,60,60,60,NR,64,67,67,67,67,67
181,Sponge Gourd,40,39,NR,39,40,40,40,40,40,NR,39,39,35,35,35,35,NR,40,40,40,40,40,40,NR,35,34,32,32,32,32,NR,30,32,34,34,34,36,NR,35,34,34,34,30,28,NR,28,28,28,28,28,28,NR,26,26,26,26,26,26,NR,26,26,26,26,24,23,NR,23,23,NR,23,22,22,NR,21,21,21,21,21,21,NR,22,22,21,21,21,21,NR,21,21,21,NR,21,21,NR,21,21,21,23,23,23,NR,24,24,24,24,26,26,NR,27,27,27,30,32,32,NR,35,35,38,38,38,40,NR,44,44,44,44,46,46,NR,NR,48,48,50,50,50,NR,48,48,47,47,45,42,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,44,46,49,50,50,50,NR,52,52,52,54,57,57,NR,60,60,60,58,54,48,NR,NR,46,49,49,44,44,NR,44,NR,45,45,45,44,NR,40,40,40,40,40,40,NR,36,34,34,NR,30,NR,NR,25,25,24,24,24,24,NR,20,20,20,NR,20,20,NR,20,25,NR,25,25,NR,NR,NR,NR,26,NR,30,33,NR,36,36,36,36,36,36,NR,34,34,NR,28,30,30,NR,NR,28,27,27,NR,27,NR,25,NR,20,20,NR,20,NR,20,20,20,20,NR,20,NR,23,25,25,28,NR,31,NR,33,33,33,33,33,33,NR,30,NR,26,26,26,NR,NR,26,26,27,27,27,27,NR,27,NR,NR,NR,23,23,NR,NR,NR,18,18,19,19,NR,21,24,24,24,22,22,NR,25,25,24,24,24,24,NR,24,24,24,24,24,24,NR,NR,28,33,33,33,33,NR,33,NR,33,NR,26,NR,NR,NR,NR,26,26,26,NR,NR,25,28,27,26,28,32,NR,35,40,40,40,40,38
182,Snake Gourd,38,38,NR,38,38,35,35,35,35,NR,35,35,33,33,33,33,NR,33,33,33,33,33,33,NR,33,30,28,30,30,29,NR,29,29,29,30,31,30,NR,30,30,31,31,31,31,NR,31,33,33,32,32,32,NR,32,32,32,32,32,30,NR,30,30,30,30,26,25,NR,25,25,NR,23,23,23,NR,23,23,22,22,22,21,NR,21,19,19,19,19,18,NR,18,18,18,NR,17,17,NR,17,17,17,17,17,17,NR,17,18,18,18,18,18,NR,20,20,20,20,20,20,NR,24,27,30,32,33,33,NR,33,32,32,32,32,32,NR,NR,34,35,35,35,35,NR,35,35,34,34,32,32,NR,32,32,32,32,32,32,NR,32,32,32,32,32,32,NR,30,28,27,25,24,20,NR,25,25,27,27,27,28,NR,28,28,28,28,28,24,NR,NR,22,22,22,22,22,NR,22,NR,22,22,22,22,NR,22,22,22,22,22,25,NR,25,23,23,NR,23,NR,NR,24,24,24,24,24,24,NR,23,23,23,NR,23,23,NR,23,23,NR,23,23,NR,NR,NR,NR,23,NR,28,28,NR,28,28,28,28,28,28,NR,28,28,NR,28,28,28,NR,NR,28,28,28,NR,28,NR,27,NR,27,27,NR,27,NR,22,22,22,22,NR,22,NR,23,23,23,23,NR,23,NR,25,25,25,25,25,25,NR,25,NR,23,23,23,NR,NR,23,23,23,23,23,23,NR,23,NR,NR,NR,23,23,NR,NR,NR,23,23,23,23,NR,23,23,23,23,23,23,NR,23,23,23,23,23,23,NR,23,23,23,23,23,23,NR,NR,23,25,25,25,25,NR,25,NR,25,NR,25,NR,NR,NR,NR,25,25,25,NR,NR,25,25,25,24,24,24,NR,26,26,26,26,26,26
183,Snake Gourd(S),38,38,NR,36,36,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,24,NR,24,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,NR,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,NR,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,NR,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,26,26,26,NR,NR,26,26,26,26,26,NR,26,NR,26,26,26,26,NR,26,26,26,26,26,26,NR,26,26,26,NR,26,NR,NR,26,18,18,18,18,18,NR,18,18,18,NR,18,18,NR,18,18,NR,18,18,NR,NR,NR,NR,19,NR,24,24,NR,24,24,24,24,24,24,NR,24,24,NR,24,24,24,NR,NR,24,24,24,NR,24,NR,24,NR,24,24,NR,24,NR,20,20,20,20,NR,20,NR,23,23,23,23,NR,23,NR,25,25,25,25,25,25,NR,25,NR,25,18,18,NR,NR,20,20,20,20,20,20,NR,20,NR,NR,NR,20,20,NR,NR,NR,20,20,20,16,NR,16,16,16,16,16,16,NR,16,16,16,16,16,16,NR,16,16,16,18,18,18,NR,NR,18,18,18,18,19,NR,19,NR,19,NR,19,NR,NR,NR,NR,19,19,19,NR,NR,19,19,19,19,19,19,NR,20,20,20,20,20,20
184,Sham gadde,40,40,NR,40,40,45,45,46,46,NR,47,48,48,48,48,48,NR,48,48,48,48,50,50,NR,50,50,50,50,50,46,NR,47,47,47,47,47,47,NR,47,47,47,47,47,47,NR,47,47,48,48,48,48,NR,48,51,51,51,51,51,NR,51,51,51,51,52,52,NR,52,52,NR,52,51,51,NR,51,51,51,51,51,51,NR,54,54,54,54,54,54,NR,54,54,54,NR,56,56,NR,54,54,54,54,54,54,NR,54,54,54,54,54,54,NR,54,54,54,54,54,54,NR,54,54,54,54,54,54,NR,54,54,54,54,54,54,NR,NR,54,54,54,54,54,NR,54,54,54,56,56,56,NR,56,56,56,56,56,58,NR,58,58,58,58,58,58,NR,58,58,58,58,58,58,NR,58,58,58,58,58,58,NR,58,58,58,58,58,58,NR,NR,56,56,56,56,56,NR,56,NR,56,56,56,56,NR,56,56,56,56,56,56,NR,56,56,56,NR,56,NR,NR,56,56,56,56,56,56,NR,56,56,56,NR,56,56,NR,56,56,NR,56,56,NR,NR,NR,NR,56,NR,56,56,NR,56,56,56,56,56,56,NR,56,56,NR,56,54,54,NR,NR,54,54,54,NR,54,NR,54,NR,55,55,NR,55,NR,55,55,52,52,NR,52,NR,55,55,55,55,NR,55,NR,55,55,55,53,53,53,NR,53,NR,53,53,53,NR,NR,53,53,53,53,50,50,NR,50,NR,NR,NR,50,50,NR,NR,NR,50,50,50,50,NR,50,50,50,49,49,49,NR,49,49,49,49,49,49,NR,44,44,45,45,45,45,NR,NR,45,45,45,45,45,NR,45,NR,45,NR,47,NR,NR,NR,NR,47,47,47,NR,NR,47,47,47,46,46,46,NR,46,46,46,46,46,46
185,Spring Onion,70,70,NR,70,70,70,69,69,69,NR,69,72,72,72,72,72,NR,72,72,72,68,68,68,NR,60,58,58,60,60,60,NR,60,58,60,60,60,60,NR,60,60,58,58,58,58,NR,58,58,58,58,58,56,NR,56,56,54,50,50,50,NR,50,50,50,50,50,50,NR,50,52,NR,54,54,55,NR,55,52,52,50,52,52,NR,52,52,52,52,52,52,NR,52,52,54,NR,52,52,NR,52,52,53,55,55,55,NR,55,55,55,55,55,55,NR,55,55,55,55,55,55,NR,55,59,64,68,68,40,NR,72,72,72,72,72,72,NR,NR,80,84,90,90,96,NR,120,120,124,124,124,124,NR,124,120,120,116,116,116,NR,108,108,102,95,93,93,NR,88,86,80,80,80,80,NR,80,80,80,80,88,88,NR,72,72,70,70,64,62,NR,NR,62,62,62,60,60,NR,58,NR,58,58,58,58,NR,58,58,58,58,58,58,NR,58,58,58,NR,58,NR,NR,58,52,52,52,52,52,NR,52,52,49,NR,49,49,NR,49,49,NR,49,49,NR,NR,NR,NR,47,NR,47,47,NR,45,45,45,46,46,46,NR,46,46,NR,46,46,46,NR,NR,46,46,46,NR,46,NR,42,NR,42,42,NR,42,NR,42,42,42,42,NR,42,NR,42,42,42,42,NR,42,NR,42,42,42,44,44,44,NR,42,NR,40,40,40,NR,NR,40,40,40,40,40,40,NR,40,NR,NR,NR,40,44,NR,NR,NR,44,44,44,44,NR,44,42,42,42,42,42,NR,42,42,42,42,42,42,NR,42,42,42,42,42,42,NR,NR,42,42,42,42,42,NR,42,NR,42,NR,40,NR,NR,NR,NR,40,40,39,NR,NR,39,39,38,38,38,38,NR,38,38,38,38,38,38
186,Spring Onion(Cleaned),0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,NR,59,59,59,NR,59,59,59,59,59,59,NR,59,59,59,59,59,59,NR,59,59,59,NR,59,59,NR,59,59,59,59,59,59,NR,59,59,59,59,59,59,NR,59,59,59,59,59,59,NR,59,59,59,59,59,59,NR,59,59,59,59,59,59,NR,NR,59,59,59,59,59,NR,59,59,59,59,59,59,NR,59,59,59,59,59,59,NR,59,59,59,59,59,59,NR,59,59,59,59,59,59,NR,59,59,59,59,59,59,NR,59,59,59,59,59,59,NR,NR,59,59,59,59,59,NR,59,NR,59,59,59,59,NR,59,59,59,59,59,59,NR,59,59,59,NR,59,NR,NR,59,59,59,59,59,59,NR,59,59,59,NR,59,59,NR,59,59,NR,59,59,NR,NR,NR,NR,59,NR,59,59,NR,59,59,59,59,59,59,NR,59,59,NR,59,59,59,NR,NR,59,59,59,NR,59,NR,59,NR,59,59,NR,59,NR,59,59,59,59,NR,59,NR,59,59,59,59,NR,59,NR,59,59,59,59,59,59,NR,59,NR,59,59,59,NR,NR,59,59,59,59,59,59,NR,59,NR,NR,NR,59,59,NR,NR,NR,59,59,59,59,NR,59,59,59,59,59,59,NR,59,59,59,59,59,59,NR,59,59,59,59,59,59,NR,NR,59,59,59,59,59,NR,59,NR,59,NR,59,NR,NR,NR,NR,59,59,59,NR,NR,59,59,59,59,59,59,NR,59,59,59,59,59,59
187,Sweet corn,46,46,NR,46,38,50,50,50,50,NR,50,48,46,46,46,46,NR,46,46,46,46,46,46,NR,44,44,44,44,44,44,NR,44,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,36,36,NR,36,36,36,32,32,32,NR,34,37,37,37,38,38,NR,38,38,NR,39,39,39,NR,39,39,35,35,35,32,NR,32,30,30,30,30,28,NR,28,28,28,NR,28,26,NR,26,25,25,25,25,25,NR,25,25,25,25,25,24,NR,24,23,24,24,24,24,NR,28,28,28,28,28,28,NR,30,30,32,32,32,32,NR,NR,32,32,36,36,36,NR,38,38,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,40,40,40,44,NR,45,45,46,46,46,46,NR,NR,46,46,46,46,46,NR,46,NR,46,46,46,46,NR,45,45,45,45,45,45,NR,48,48,48,NR,47,NR,NR,47,47,47,47,47,45,NR,45,45,45,NR,45,45,NR,45,45,NR,45,45,NR,NR,NR,NR,45,NR,42,42,NR,40,40,40,40,40,40,NR,40,40,NR,40,40,40,NR,NR,40,40,40,NR,40,NR,40,NR,40,40,NR,40,NR,40,40,40,40,NR,40,NR,40,40,40,40,NR,40,NR,40,40,40,40,40,40,NR,40,NR,40,40,40,NR,NR,40,40,40,40,40,40,NR,40,NR,NR,NR,36,36,NR,NR,NR,36,36,36,36,NR,36,36,36,36,36,36,NR,36,36,36,36,36,36,NR,33,33,33,33,33,33,NR,NR,33,33,33,33,33,NR,33,NR,33,NR,33,NR,NR,NR,NR,33,33,33,NR,NR,33,34,32,32,32,32,NR,32,32,32,32,32,32
188,Sweet corn cleaned,105,105,NR,105,105,105,105,105,105,NR,105,105,105,105,105,105,NR,105,105,105,105,105,105,NR,105,105,105,105,105,105,NR,105,105,105,105,105,105,NR,105,105,105,105,105,105,NR,105,105,105,105,105,105,NR,105,105,105,105,105,105,NR,96,96,96,96,96,96,NR,96,96,NR,85,85,85,NR,85,85,85,85,85,85,NR,85,85,85,85,85,85,NR,85,85,85,NR,85,85,NR,85,85,85,85,85,85,NR,85,85,85,85,85,85,NR,85,85,85,85,85,85,NR,85,85,85,85,85,85,NR,85,85,85,85,85,85,NR,NR,98,98,98,98,98,NR,98,98,98,98,98,98,NR,98,98,98,98,98,98,NR,98,98,98,98,98,98,NR,98,98,98,98,98,98,NR,98,98,98,98,98,98,NR,98,98,98,98,98,98,NR,NR,98,98,98,98,98,NR,98,NR,98,98,98,98,NR,98,98,98,98,98,98,NR,98,98,98,NR,98,NR,NR,98,98,98,98,98,98,NR,98,98,98,NR,98,98,NR,98,98,NR,98,98,NR,NR,NR,NR,98,NR,98,98,NR,98,98,98,98,98,98,NR,98,98,NR,98,98,98,NR,NR,98,98,98,NR,98,NR,98,NR,98,98,NR,98,NR,98,98,98,98,NR,98,NR,98,98,98,98,NR,98,NR,98,98,98,98,98,98,NR,98,NR,98,98,98,NR,NR,98,98,98,98,98,98,NR,98,NR,NR,NR,98,98,NR,NR,NR,98,98,98,98,NR,98,98,98,98,98,98,NR,98,98,98,98,98,98,NR,98,98,98,98,98,98,NR,NR,98,98,98,98,98,NR,98,NR,98,NR,98,NR,NR,NR,NR,98,98,98,NR,NR,98,98,98,98,98,98,NR,98,98,98,98,98,98
189,Sweet corn seeds spok,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,NR,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,NR,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,NR,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,46,46,46,46,46,NR,46,46,46,46,46,46,NR,46,46,46,46,46,46,NR,NR,46,46,46,46,46,NR,46,NR,46,46,46,46,NR,46,46,46,46,46,46,NR,46,46,46,NR,46,NR,NR,46,46,46,46,46,46,NR,46,46,46,NR,46,46,NR,46,46,NR,46,46,NR,NR,NR,NR,46,NR,46,46,NR,46,46,46,46,46,46,NR,46,46,NR,46,46,46,NR,NR,46,46,46,NR,46,NR,46,NR,46,46,NR,46,NR,46,46,46,46,NR,46,NR,46,46,46,46,NR,46,NR,46,46,46,46,46,46,NR,46,NR,46,46,46,NR,NR,46,46,46,46,46,46,NR,46,NR,NR,NR,46,46,NR,NR,NR,46,46,46,46,NR,46,46,46,46,46,46,NR,46,46,46,46,46,46,NR,46,46,46,46,46,46,NR,NR,46,46,46,46,46,NR,46,NR,46,NR,46,NR,NR,NR,NR,46,46,46,NR,NR,46,46,46,46,46,46,NR,46,46,46,46,46,46
