"Sl.No","Item Name","01/01/2017","02/01/2017","03/01/2017","04/01/2017","05/01/2017","06/01/2017","07/01/2017","08/01/2017","09/01/2017","10/01/2017","11/01/2017","12/01/2017","13/01/2017","14/01/2017","15/01/2017","16/01/2017","17/01/2017","18/01/2017","19/01/2017","20/01/2017","21/01/2017","22/01/2017","23/01/2017","24/01/2017","25/01/2017","26/01/2017","27/01/2017","28/01/2017","29/01/2017","30/01/2017","31/01/2017","01/02/2017","02/02/2017","03/02/2017","04/02/2017","05/02/2017","06/02/2017","07/02/2017","08/02/2017","09/02/2017","10/02/2017","11/02/2017","12/02/2017","13/02/2017","14/02/2017","15/02/2017","16/02/2017","17/02/2017","18/02/2017","19/02/2017","20/02/2017","21/02/2017","22/02/2017","23/02/2017","24/02/2017","25/02/2017","26/02/2017","27/02/2017","28/02/2017","01/03/2017","02/03/2017","03/03/2017","04/03/2017","05/03/2017","06/03/2017","07/03/2017","08/03/2017","09/03/2017","10/03/2017","11/03/2017","12/03/2017","13/03/2017","14/03/2017","15/03/2017","16/03/2017","17/03/2017","18/03/2017","19/03/2017","20/03/2017","21/03/2017","22/03/2017","23/03/2017","24/03/2017","25/03/2017","26/03/2017","27/03/2017","28/03/2017","29/03/2017","30/03/2017","31/03/2017","01/04/2017","02/04/2017","03/04/2017","04/04/2017","05/04/2017","06/04/2017","07/04/2017","08/04/2017","09/04/2017","10/04/2017","11/04/2017","12/04/2017","13/04/2017","14/04/2017","15/04/2017","16/04/2017","17/04/2017","18/04/2017","19/04/2017","20/04/2017","21/04/2017","22/04/2017","23/04/2017","24/04/2017","25/04/2017","26/04/2017","27/04/2017","28/04/2017","29/04/2017","30/04/2017","01/05/2017","02/05/2017","03/05/2017","04/05/2017","05/05/2017","06/05/2017","07/05/2017","08/05/2017","09/05/2017","10/05/2017","11/05/2017","12/05/2017","13/05/2017","14/05/2017","15/05/2017","16/05/2017","17/05/2017","18/05/2017","19/05/2017","20/05/2017","21/05/2017","22/05/2017","23/05/2017","24/05/2017","25/05/2017","26/05/2017","27/05/2017","28/05/2017","29/05/2017","30/05/2017","31/05/2017","01/06/2017","02/06/2017","03/06/2017","04/06/2017","05/06/2017","06/06/2017","07/06/2017","08/06/2017","09/06/2017","10/06/2017","11/06/2017","12/06/2017","13/06/2017","14/06/2017","15/06/2017","16/06/2017","17/06/2017","18/06/2017","19/06/2017","20/06/2017","21/06/2017","22/06/2017","23/06/2017","24/06/2017","25/06/2017","26/06/2017","27/06/2017","28/06/2017","29/06/2017","30/06/2017","01/07/2017","02/07/2017","03/07/2017","04/07/2017","05/07/2017","06/07/2017","07/07/2017","08/07/2017","09/07/2017","10/07/2017","11/07/2017","12/07/2017","13/07/2017","14/07/2017","15/07/2017","16/07/2017","17/07/2017","18/07/2017","19/07/2017","20/07/2017","21/07/2017","22/07/2017","23/07/2017","24/07/2017","25/07/2017","26/07/2017","27/07/2017","28/07/2017","29/07/2017","30/07/2017","31/07/2017","01/08/2017","02/08/2017","03/08/2017","04/08/2017","05/08/2017","06/08/2017","07/08/2017","08/08/2017","09/08/2017","10/08/2017","11/08/2017","12/08/2017","13/08/2017","14/08/2017","15/08/2017","16/08/2017","17/08/2017","18/08/2017","19/08/2017","20/08/2017","21/08/2017","22/08/2017","23/08/2017","24/08/2017","25/08/2017","26/08/2017","27/08/2017","28/08/2017","29/08/2017","30/08/2017","31/08/2017","01/09/2017","02/09/2017","03/09/2017","04/09/2017","05/09/2017","06/09/2017","07/09/2017","08/09/2017","09/09/2017","10/09/2017","11/09/2017","12/09/2017","13/09/2017","14/09/2017","15/09/2017","16/09/2017","17/09/2017","18/09/2017","19/09/2017","20/09/2017","21/09/2017","22/09/2017","23/09/2017","24/09/2017","25/09/2017","26/09/2017","27/09/2017","28/09/2017","29/09/2017","30/09/2017","01/10/2017","02/10/2017","03/10/2017","04/10/2017","05/10/2017","06/10/2017","07/10/2017","08/10/2017","09/10/2017","10/10/2017","11/10/2017","12/10/2017","13/10/2017","14/10/2017","15/10/2017","16/10/2017","17/10/2017","18/10/2017","19/10/2017","20/10/2017","21/10/2017","22/10/2017","23/10/2017","24/10/2017","25/10/2017","26/10/2017","27/10/2017","28/10/2017","29/10/2017","30/10/2017","31/10/2017","01/11/2017","02/11/2017","03/11/2017","04/11/2017","05/11/2017","06/11/2017","07/11/2017","08/11/2017","09/11/2017","10/11/2017","11/11/2017","12/11/2017","13/11/2017","14/11/2017","15/11/2017","16/11/2017","17/11/2017","18/11/2017","19/11/2017","20/11/2017","21/11/2017","22/11/2017","23/11/2017","24/11/2017","25/11/2017","26/11/2017","27/11/2017","28/11/2017","29/11/2017","30/11/2017"
207,"Parvala","NR",68,68,68,68,68,68,"NR",68,68,68,68,68,"NR","NR",68,68,68,68,68,68,"NR","NR",68,68,68,68,68,"NR",68,68,68,"NR",68,68,"NR",68,68,68,68,68,68,"NR",68,68,68,68,68,68,"NR",68,68,68,68,68,68,"NR",68,68,"NR",68,68,68,"NR",68,68,68,68,68,68,"NR",68,68,68,68,68,68,"NR",68,68,68,68,68,68,"NR","NR",68,"NR",68,"NR","NR","NR",68,68,68,68,68,68,"NR",80,"NR",80,80,80,80,"NR",80,80,80,80,80,80,"NR","NR",80,80,80,80,80,"NR",80,80,80,80,"NR","NR","NR",80,80,80,80,80,80,"NR",70,"NR",70,70,70,70,"NR",62,62,62,62,62,62,"NR",62,62,62,62,62,62,"NR",62,62,62,62,62,"NR","NR","NR",62,62,62,62,62,"NR",80,80,80,80,80,80,"NR",80,80,80,80,80,80,"NR",80,80,80,80,80,80,"NR",80,80,80,80,80,80,"NR",80,80,80,80,80,"NR","NR",80,80,80,80,80,80,"NR",80,114,114,100,100,100,"NR",100,100,100,100,100,100,"NR",94,"NR",94,94,94,94,"NR",94,94,94,94,94,94,"NR",94,94,94,94,94,94,"NR",94,94,94,"NR",94,94,"NR",94,94,94,94,94,94,"NR",94,94,94,94,94,"NR","NR",94,94,94,94,94,"NR","NR",94,94,94,94,"NR",94,"NR",94,94,94,94,94,94,"NR",94,94,94,94,94,94,"NR",94,94,94,94,94,94,"NR",94,94,94,94,94,94,"NR",94,94,94,94,94,94,"NR",94,94,94,94,94,94,"NR",94,94,94,94,94,94,"NR",94,94,94,94
208,"Greens Sabbakki","NR",68,68,65,60,60,58,"NR",53,48,44,38,38,"NR","NR",38,38,30,30,32,32,"NR","NR",32,32,32,32,32,"NR",34,32,32,"NR",32,32,"NR",32,32,32,30,32,32,"NR",35,35,35,35,35,35,"NR",35,35,35,35,35,35,"NR",35,35,"NR",32,34,35,"NR",35,35,35,35,35,35,"NR",40,40,40,40,43,46,"NR",52,54,62,62,62,62,"NR","NR",62,"NR",62,"NR","NR","NR",105,105,96,96,90,90,"NR",90,"NR",94,94,100,96,"NR",96,100,100,99,99,99,"NR","NR",108,108,108,108,108,"NR",109,105,105,105,"NR","NR","NR",105,45,45,45,100,98,"NR",98,"NR",99,96,93,95,"NR",95,95,95,95,95,95,"NR",128,128,128,128,128,128,"NR",175,175,175,190,182,"NR","NR","NR",182,170,170,170,170,"NR",160,160,160,140,140,130,"NR",130,124,115,115,115,110,"NR",110,110,110,110,110,110,"NR",102,84,68,64,50,48,"NR",45,36,32,32,32,"NR","NR",30,30,26,26,26,26,"NR",26,28,29,29,36,34,"NR",32,32,32,32,32,32,"NR",32,"NR",32,32,32,32,"NR",32,33,33,40,40,48,"NR",55,55,55,55,55,55,"NR",60,67,72,"NR",73,70,"NR",95,95,95,95,120,120,"NR",150,150,150,150,142,"NR","NR",142,130,130,130,130,"NR","NR",130,130,130,118,"NR",118,"NR",118,118,120,135,135,135,"NR",135,137,137,137,139,142,"NR",160,160,140,140,140,138,"NR",122,122,118,110,104,94,"NR",90,90,85,72,72,68,"NR",66,66,60,60,56,56,"NR",56,56,54,53,55,55,"NR",50,50,50,51
209,"Molake kalu","NR",70,70,70,70,70,70,"NR",70,70,70,70,70,"NR","NR",70,70,70,70,70,70,"NR","NR",70,70,70,70,70,"NR",70,70,70,"NR",70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,"NR",70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR","NR",70,"NR",70,"NR","NR","NR",70,70,70,70,70,70,"NR",70,"NR",70,70,70,70,"NR",70,70,70,70,70,70,"NR","NR",70,70,70,70,70,"NR",70,70,70,70,"NR","NR","NR",70,70,70,70,70,70,"NR",70,"NR",70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,"NR","NR","NR",70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,"NR","NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,"NR",70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,"NR",70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,"NR","NR",70,70,70,70,70,"NR","NR",70,70,70,70,"NR",70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70,70,70,"NR",70,70,70,70
210,"Hesaru kalu","NR",90,90,90,90,90,90,"NR",90,90,90,90,90,"NR","NR",90,90,90,90,90,90,"NR","NR",90,90,90,90,90,"NR",90,90,90,"NR",90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,"NR",90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR","NR",90,"NR",90,"NR","NR","NR",90,90,90,90,90,90,"NR",90,"NR",90,90,90,90,"NR",90,90,90,90,90,90,"NR","NR",90,90,90,90,90,"NR",90,90,90,90,"NR","NR","NR",90,90,90,90,90,90,"NR",90,"NR",90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,"NR","NR","NR",90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,"NR","NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,"NR",90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,"NR",90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,"NR","NR",90,90,90,90,90,"NR","NR",90,90,90,90,"NR",90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90
211,"Batani kalu","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,"NR",0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,"NR",0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR","NR",0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR","NR",0,0,0,0,"NR",0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0
212,"BaleDindu (Banana stem)","NR",34,34,34,34,34,35,"NR",35,35,35,35,35,"NR","NR",35,35,35,35,35,35,"NR","NR",35,35,35,35,35,"NR",35,35,35,"NR",35,35,"NR",35,35,35,35,35,35,"NR",35,35,35,35,35,35,"NR",35,35,35,35,35,35,"NR",35,35,"NR",35,35,35,"NR",35,35,35,35,35,35,"NR",35,35,35,35,35,35,"NR",35,35,35,35,35,35,"NR","NR",35,"NR",35,"NR","NR","NR",35,35,35,35,35,35,"NR",35,"NR",35,35,35,35,"NR",35,35,37,37,37,37,"NR","NR",37,40,40,40,40,"NR",40,40,40,40,"NR","NR","NR",40,40,40,40,40,40,"NR",40,"NR",40,40,40,40,"NR",40,40,40,40,40,40,"NR",40,40,40,40,40,40,"NR",40,40,40,40,40,"NR","NR","NR",40,40,40,40,40,"NR",40,40,40,40,40,40,"NR",40,40,40,40,40,40,"NR",40,40,40,40,40,40,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,"NR","NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,"NR",32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,"NR",32,32,"NR",34,34,34,34,34,34,"NR",34,34,34,34,34,"NR","NR",34,34,34,34,34,"NR","NR",34,34,34,34,"NR",34,"NR",34,34,34,34,34,34,"NR",34,34,34,34,34,34,"NR",34,34,34,34,34,34,"NR",34,34,34,34,34,34,"NR",34,34,34,34,34,34,"NR",34,34,34,34,34,34,"NR",34,34,34,34,34,34,"NR",34,34,34,34
213,"Basale Greens","NR",32,32,32,32,32,32,"NR",32,32,30,30,30,"NR","NR",30,30,30,28,30,30,"NR","NR",32,32,32,32,32,"NR",34,34,34,"NR",32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,"NR",32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR","NR",32,"NR",32,"NR","NR","NR",32,32,32,32,32,32,"NR",32,"NR",32,32,32,32,"NR",34,34,34,34,34,34,"NR","NR",34,34,34,30,30,"NR",30,30,30,30,"NR","NR","NR",30,30,30,30,30,30,"NR",30,"NR",30,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,"NR","NR","NR",32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,"NR","NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,"NR",32,32,32,32,"NR",32,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,"NR",30,30,"NR",30,30,30,30,30,32,"NR",32,32,32,32,32,"NR","NR",32,32,32,32,32,"NR","NR",32,32,32,32,"NR",32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,34,36,"NR",36,36,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,36,36,36,36,"NR",36,36,36,36
214,"Kashini greens","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,"NR",0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,"NR",0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR","NR",0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR","NR",0,0,0,0,"NR",0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0
215,"Garlic","NR",168,168,169,169,175,175,"NR",175,175,175,175,175,"NR","NR",175,175,175,175,175,175,"NR","NR",175,175,175,175,175,"NR",175,175,175,"NR",160,160,"NR",160,160,160,158,158,158,"NR",158,154,154,154,154,154,"NR",154,150,150,125,125,125,"NR",125,125,"NR",110,110,110,"NR",100,100,100,100,100,100,"NR",100,100,100,100,100,95,"NR",95,95,88,88,88,88,"NR","NR",88,"NR",88,"NR","NR","NR",88,88,88,88,88,88,"NR",88,"NR",88,92,92,92,"NR",92,92,92,92,90,90,"NR","NR",90,90,90,90,90,"NR",90,90,90,90,"NR","NR","NR",90,90,90,90,90,90,"NR",90,"NR",90,90,90,90,"NR",90,94,94,94,94,94,"NR",94,94,94,94,94,94,"NR",94,94,94,94,94,"NR","NR","NR",94,94,94,94,92,"NR",92,92,92,92,92,92,"NR",92,92,92,92,92,84,"NR",84,84,84,84,79,79,"NR",79,79,80,80,80,80,"NR",84,84,84,84,84,"NR","NR",84,84,84,84,84,84,"NR",84,84,84,84,84,84,"NR",84,78,78,78,78,78,"NR",78,"NR",78,78,78,78,"NR",78,78,78,78,78,78,"NR",78,72,72,72,72,72,"NR",72,72,73,"NR",73,73,"NR",73,73,73,73,73,73,"NR",73,73,73,73,73,"NR","NR",73,73,73,73,73,"NR","NR",73,73,73,74,"NR",74,"NR",74,74,74,74,74,74,"NR",74,74,74,74,74,74,"NR",74,74,74,74,74,74,"NR",74,74,74,74,74,74,"NR",74,74,74,74,74,74,"NR",74,74,74,74,74,74,"NR",74,74,74,70,70,70,"NR",70,70,70,70
216,"Garlic cleaned","NR",224,224,224,224,224,224,"NR",224,224,224,224,224,"NR","NR",224,224,224,224,224,224,"NR","NR",224,224,224,224,224,"NR",224,224,224,"NR",224,224,"NR",224,224,224,224,224,224,"NR",224,224,224,224,224,224,"NR",224,224,224,224,224,224,"NR",224,224,"NR",200,200,200,"NR",200,174,174,174,174,174,"NR",174,174,174,174,174,174,"NR",174,174,174,174,174,174,"NR","NR",174,"NR",174,"NR","NR","NR",174,174,174,174,174,174,"NR",174,"NR",174,174,174,174,"NR",174,174,174,174,174,174,"NR","NR",174,174,174,174,174,"NR",174,174,174,174,"NR","NR","NR",174,174,174,174,174,174,"NR",174,"NR",174,174,174,174,"NR",174,174,174,174,174,174,"NR",174,174,174,174,174,174,"NR",174,174,174,174,174,"NR","NR","NR",174,174,174,174,174,"NR",174,174,174,174,174,174,"NR",174,174,174,174,174,174,"NR",174,174,174,174,174,174,"NR",174,174,174,174,174,174,"NR",174,174,174,174,174,"NR","NR",174,174,174,174,174,174,"NR",174,174,174,174,174,174,"NR",174,174,174,174,174,174,"NR",174,"NR",174,174,174,174,"NR",174,174,174,174,174,174,"NR",174,174,174,174,174,174,"NR",174,174,122,"NR",125,125,"NR",125,125,125,125,125,125,"NR",125,125,125,125,125,"NR","NR",125,125,125,125,125,"NR","NR",125,125,125,125,"NR",125,"NR",125,125,125,125,125,125,"NR",125,125,125,125,125,125,"NR",125,125,125,125,125,125,"NR",125,125,125,125,125,125,"NR",125,125,125,125,125,125,"NR",125,125,125,125,125,125,"NR",125,125,125,125,125,125,"NR",125,125,125,125
217,"Chikadi kai","NR",27,27,30,32,32,32,"NR",32,32,32,30,30,"NR","NR",32,32,32,32,32,32,"NR","NR",35,35,32,32,32,"NR",32,32,32,"NR",32,32,"NR",32,32,32,32,32,32,"NR",34,34,34,34,34,32,"NR",32,32,32,32,32,32,"NR",33,33,"NR",33,32,32,"NR",35,35,35,35,35,35,"NR",28,28,28,45,45,45,"NR",47,47,47,47,47,47,"NR","NR",47,"NR",48,"NR","NR","NR",50,50,48,48,48,48,"NR",48,"NR",48,48,45,45,"NR",45,41,41,40,42,42,"NR","NR",44,44,44,44,44,"NR",45,49,52,52,"NR","NR","NR",52,52,52,52,57,57,"NR",60,"NR",60,60,60,60,"NR",62,62,60,60,58,59,"NR",59,59,59,59,59,59,"NR",58,58,58,58,58,"NR","NR","NR",58,58,58,58,58,"NR",58,58,58,55,52,50,"NR",50,50,48,48,48,45,"NR",45,47,47,47,47,47,"NR",48,48,50,48,48,48,"NR",48,49,49,49,46,"NR","NR",46,46,46,46,46,46,"NR",46,46,46,46,46,46,"NR",46,46,49,48,48,48,"NR",48,"NR",48,48,51,51,"NR",51,52,52,54,54,54,"NR",60,64,64,64,64,64,"NR",64,64,64,"NR",64,64,"NR",64,64,64,56,56,56,"NR",56,56,56,56,52,"NR","NR",52,52,52,52,52,"NR","NR",52,52,54,58,"NR",58,"NR",59,64,64,67,67,67,"NR",67,67,67,67,67,70,"NR",74,74,74,75,75,75,"NR",78,80,80,80,80,80,"NR",78,76,66,66,66,67,"NR",67,67,65,65,63,60,"NR",46,46,44,44,42,42,"NR",42,42,40,38
218,"knol-khol","NR",32,35,35,35,35,35,"NR",35,35,35,35,35,"NR","NR",38,38,44,53,53,48,"NR","NR",45,50,50,50,49,"NR",49,49,49,"NR",44,44,"NR",48,48,48,46,45,40,"NR",38,36,34,34,32,32,"NR",32,32,32,32,32,32,"NR",32,32,"NR",28,30,29,"NR",27,27,26,26,26,26,"NR",23,23,20,22,22,22,"NR",22,22,22,22,22,22,"NR","NR",22,"NR",22,"NR","NR","NR",22,22,28,28,28,29,"NR",40,"NR",40,40,40,40,"NR",46,46,46,46,48,48,"NR","NR",44,44,44,44,44,"NR",44,44,44,44,"NR","NR","NR",44,44,44,44,44,44,"NR",47,"NR",45,45,42,44,"NR",44,42,42,42,42,44,"NR",45,48,48,48,45,45,"NR",49,49,49,49,49,"NR","NR","NR",50,50,55,55,55,"NR",55,55,55,55,55,57,"NR",59,59,59,59,59,59,"NR",63,63,63,56,53,50,"NR",50,50,50,50,50,50,"NR",50,50,52,52,55,"NR","NR",54,54,54,54,54,49,"NR",48,42,36,36,33,33,"NR",26,24,24,22,21,21,"NR",22,"NR",25,23,22,22,"NR",22,22,22,21,21,22,"NR",24,24,24,24,24,24,"NR",24,26,26,"NR",28,28,"NR",30,32,32,32,32,32,"NR",48,50,52,52,52,"NR","NR",52,52,80,74,70,"NR","NR",70,71,65,69,"NR",69,"NR",69,69,64,64,62,62,"NR",62,63,63,63,63,63,"NR",63,63,63,63,63,63,"NR",80,99,96,96,96,96,"NR",96,96,70,62,58,53,"NR",54,54,49,42,36,30,"NR",30,30,30,24,24,24,"NR",23,23,23,23
219,"Arive greens","NR",35,35,35,35,35,33,"NR",33,33,33,33,33,"NR","NR",33,33,30,30,30,30,"NR","NR",32,32,32,32,32,"NR",32,32,32,"NR",32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,27,27,"NR",28,28,28,28,28,28,"NR",28,28,"NR",28,28,28,"NR",28,28,28,28,28,28,"NR",28,28,28,30,30,30,"NR",30,30,30,30,30,30,"NR","NR",30,"NR",30,"NR","NR","NR",30,30,30,30,30,30,"NR",30,"NR",30,30,30,30,"NR",30,32,32,30,30,30,"NR","NR",30,30,30,30,30,"NR",30,30,30,30,"NR","NR","NR",30,30,30,30,30,30,"NR",30,"NR",30,30,30,30,"NR",30,30,29,29,29,29,"NR",29,29,29,29,29,29,"NR",33,33,34,34,34,"NR","NR","NR",34,34,34,34,34,"NR",34,34,34,34,34,33,"NR",32,32,32,32,32,32,"NR",32,27,29,29,29,29,"NR",29,29,28,28,28,28,"NR",28,28,28,28,28,"NR","NR",28,28,26,26,26,26,"NR",26,27,28,28,28,28,"NR",28,28,28,28,28,28,"NR",28,"NR",28,28,28,28,"NR",28,28,28,28,28,28,"NR",32,32,30,30,30,30,"NR",30,30,30,"NR",30,30,"NR",32,32,32,32,34,34,"NR",37,37,37,37,37,"NR","NR",37,37,38,38,38,"NR","NR",38,38,36,36,"NR",36,"NR",36,36,37,40,40,40,"NR",42,44,44,47,47,48,"NR",52,52,52,52,52,52,"NR",52,52,56,54,54,54,"NR",54,54,54,52,52,66,"NR",66,63,63,50,50,50,"NR",50,50,48,48,48,42,"NR",42,42,42,42
